Project ID,CARB Issuance ID,OPR Project ID,Project Type,Early Action/ Compliance,Reporting Period Start Date,Reporting Period End Date,Vintage,ARB Offset Credits Issued,Forest Buffer Account Contribution,Issuance Date,Invalidation Timeframe,Date Invalidation Period Reduced,Start of Invalidation Timeframe,Project Name,Project Operator,Verification Body,State,Provides DEBS,"Section 95989(b) Documentation, if applicable",Project Documentation,Retired Buffer Pool,Retired Voluntarily,Retired 1st Compliance Period (CA),Retired 2nd Compliance Period (CA),Retired 3rd Compliance Period (CA),Retired 4th Compliance Period (CA),Retired for Compliance (Quebec),Retired Intentional Reversal,Comments,Vintage remaining,Issuance total from registry,Issuance Year,Registry,ARB Source Data,Updated 11-1-23,Total ARB Credits Issued:,"220,439,110",Total ARB Credits Retired:,"163,158,520"
ACR199,CAFR5034-G,ACR199,Forest,COP,1/8/19,1/7/20,2020,"143,083"," 	27,472 ",9/13/22,8 years,n/a,1/7/20,Finite Carbon – The Forestland Group CT Lakes,Connecticut Lakes Realty Trust,"GHD Services, Inc.",NH,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=199, 	-   ,"104,050",0,0,0,0,0,0,"104,050 credits were voluntarily retired in December 2022."," 	39,033 "," 	122,468 ",2022,ACR,,,,,,
ACR199,CAFR5034-H,ACR199,Forest,COP,1/8/20,1/7/21,2021,"140,738"," 	27,022 ",9/13/22,8 years,n/a,1/7/21,Finite Carbon – The Forestland Group CT Lakes,Connecticut Lakes Realty Trust,"GHD Services, Inc.",NH,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=199, 	-   ,"91,109",0,0,0,0,0,0,"91,109 credits were voluntarily retired in December 2022."," 	49,629 "," 	100,924 ",2022,ACR,,,,,,
ACR200,CAFR5200-A,ACR200,Forest,COP,12/10/13,6/30/15,2015,"65,806"," 	12,635 ",9/27/16,8 years,n/a,6/30/15,Brush Creek,Edward Miller Trust,SCS Global Services,CA,DEBS,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=200, 	-   ,0,0,"53,171",0,0,0,0,n/a," 	12,635 "," 	53,171 ",2016,ACR,,,,,,
ACR200,CAFR5200-B,ACR200,Forest,COP,7/1/15,6/30/16,2016,"11,114"," 	2,134 ",1/9/18,8 years,n/a,6/30/16,Brush Creek,Edward Miller Trust,SCS Global Services,CA,DEBS,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=200, 	-   ,0,0,0,0,0,"8,980",0,n/a," 	2,134 "," 	8,980 ",2018,ACR,,,,,,
ACR200,CAFR5200-C,ACR200,Forest,COP,7/1/16,6/30/17,2017,"11,678"," 	2,242 ",1/9/18,8 years,n/a,6/30/17,Brush Creek,Edward Miller Trust,SCS Global Services,CA,DEBS,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=200, 	-   ,0,0,0,0,0,"9,436",0,n/a," 	2,242 "," 	9,436 ",2018,ACR,,,,,,
ACR200,CAFR5200-D,ACR200,Forest,COP,7/1/17,6/30/18,2018,"12,068"," 	2,322 ",5/12/20,3 years,5/10/22,6/30/18,Brush Creek,Edward Miller Trust,SCS Global Services,CA,DEBS,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=200, 	-   ,0,0,0,0,0,"9,746",0,n/a," 	2,322 "," 	9,746 ",2020,ACR,,,,,,
ACR200,CAFR5200-E,ACR200,Forest,COP,7/1/18,6/30/19,2019,"12,360"," 	2,378 ",5/12/20,3 years,5/10/22,6/30/19,Brush Creek,Edward Miller Trust,SCS Global Services,CA,DEBS,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=200, 	-   ,0,0,0,0,0,"9,982",0,n/a," 	2,378 "," 	9,982 ",2020,ACR,,,,,,
ACR200,CAFR5200-F,ACR200,Forest,COP,7/1/19,6/30/20,2020,"12,600"," 	2,424 ",12/22/20,3 years,5/10/22,6/30/20,Brush Creek,Edward Miller Trust,SCS Global Services,CA,DEBS,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=200, 	-   ,0,0,0,"10,176",0,0,0,n/a," 	2,424 "," 	10,176 ",2020,ACR,,,,,,
ACR200,CAFR5200-G,ACR200,Forest,COP,7/1/20,6/30/21,2021,"12,276"," 	2,362 ",5/10/22,8 years,n/a,6/30/21,Brush Creek,Edward Miller Trust,"S&A Carbon, LLC",CA,DEBS,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=200, 	-   ,0,0,0,0,0,0,0,n/a," 	12,276 "," 	9,914 ",2022,ACR,,,,,,
ACR200,CAFR5200-H,ACR200,Forest,COP,7/1/21,6/30/22,2022,"9,945"," 	1,913 ",3/7/23,8 years,n/a,6/30/22,Brush Creek,Edward Miller Trust,"S&A Carbon, LLC",CA,DEBS,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=200, 	-   ,0,0,0,0,0,0,0,n/a," 	9,945 ",,2023,ACR,,,,,,
ACR202,CAFR5043-A,ACR202,Forest,COP,12/27/13,6/30/14,2014,"852,630"," 	159,015 ",8/11/15,3 years,4/11/17,6/30/14,Blue Source – Goodman Improved Forest Management Project,"Goodman Forest, LLC","Environmental Services, Inc.",WI,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=202, 	-   ,0,0,"693,615",0,0,0,0,n/a," 	159,015 "," 	693,615 ",2015,ACR,,,,,,
ACR202,CAFR5043-B,ACR202,Forest,COP,7/1/14,6/30/15,2015,"18,422"," 	3,436 ",4/11/17,8 years,n/a,6/30/15,Blue Source – Goodman Improved Forest Management Project,"Goodman Forest, LLC","Ruby Canyon Engineering, Inc.",WI,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=202, 	-   ,0,0,"14,986",0,0,0,0,n/a," 	3,436 "," 	15,308 ",2017,ACR,,,,,,
ACR202,CAFR5043-C,ACR202,Forest,COP,7/1/15,6/30/16,2016,"28,430"," 	5,303 ",4/11/17,8 years,n/a,6/30/16,Blue Source – Goodman Improved Forest Management Project,"Goodman Forest, LLC","Ruby Canyon Engineering, Inc.",WI,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=202, 	-   ,0,0,"23,127",0,0,0,0,n/a," 	5,303 "," 	23,388 ",2017,ACR,,,,,,
ACR202,CAFR5043-D,ACR202,Forest,COP,7/1/16,6/30/17,2017,"84,192"," 	15,702 ",7/23/19,8 years,n/a,6/30/17,Blue Source – Goodman Improved Forest Management Project,"Goodman Forest, LLC","Ruby Canyon Engineering, Inc.",WI,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=202, 	-   ,0,0,0,"23,606",0,"44,884",0,n/a," 	15,702 "," 	68,490 ",2019,ACR,,,,,,
ACR202,CAFR5043-E,ACR202,Forest,COP,7/1/17,6/30/18,2018,"26,157"," 	4,879 ",7/23/19,8 years,n/a,6/30/18,Blue Source – Goodman Improved Forest Management Project,"Goodman Forest, LLC","Ruby Canyon Engineering, Inc.",WI,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=202, 	-   ,0,0,0,"21,278",0,0,0,n/a," 	4,879 "," 	21,278 ",2019,ACR,,,,,,
ACR202,CAFR5043-F,ACR202,Forest,COP,7/1/18,6/30/19,2019,"32,446"," 	6,052 ",8/11/20,8 years,n/a,6/30/19,Blue Source – Goodman Improved Forest Management Project,"Goodman Forest, LLC","Ruby Canyon Environmental, Inc.",WI,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=202, 	-   ,0,0,0,"8,071","10,993",0,0,n/a," 	13,382 "," 	26,394 ",2020,ACR,,,,,,
ACR206,CAOD5052-A,ACR206,ODS,COP,4/14/14,4/22/14,2014,"71,825",n/a,2/10/15,3 years,8/11/15,4/22/14,2014-P4,"EOS Climate, Inc.",NSF International,AR,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=206,n/a,0,"7,154","64,671",0,0,0,0,n/a, 	-   ," 	71,825 ",2015,ACR,,,,,,
ACR208,CAOD5056-A,ACR208,ODS,COP,1/2/14,5/23/14,2014,"315,794",n/a,5/26/15,3 years,2/21/17,5/23/14,RR ACR 2014,"RapRec Refrigerants, Inc.","First Environment of California, Inc.",OH,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=208,n/a,0,"60,781","255,013",0,0,0,0,n/a, 	-   ," 	315,794 ",2015,ACR,,,,,,
ACR210,CAFR5093-A,ACR210,Forest,COP,4/21/16,10/20/16,2016,"1,342,730"," 	243,063 ",7/9/19,8 years,n/a,10/20/16,Huron Mountain Club Forest Carbon Project,Huron Mountain Club,"Environmental Services, Inc.",MI,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=210, 	-   ,0,0,0,"574,167",0,"525,000",0,n/a," 	243,563 ",,2019,ACR,,,,,,
ACR211,CAFR5072-A,ACR211,Forest,COP,9/19/12,7/31/14,2014,"4,451,645"," 	626,793 ",10/13/15,3 years,8/22/17,7/31/14,White Mountain Apache Tribe Forest Carbon Project,White Mountain Apache Tribe,SCS Global Services,AZ,DEBS,https://ww2.arb.ca.gov/sites/default/files/2022-11/debs5072.pdf,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=211, 	-   ,0,0,"2,898,035","150,506","12,304","200,000",0,n/a," 	1,190,800 ",,2015,ACR,,,,,,
ACR211,CAFR5072-B,ACR211,Forest,COP,8/1/14,7/31/15,2015,"207,505"," 	29,217 ",8/22/17,8 years,n/a,7/31/15,White Mountain Apache Tribe Forest Carbon Project,White Mountain Apache Tribe,"S&A Carbon, LLC",AZ,DEBS,https://ww2.arb.ca.gov/sites/default/files/2022-11/debs5072.pdf,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=211, 	-   ,0,0,"106,487","60,689",0,"10,000",0,"In October 2020, 1,112 credits surrendered by a covered entity to meet the obligation for the CALS5123-D invalidation were retired."," 	30,329 "," 	178,288 ",2017,ACR,,,,,,
ACR211,CAFR5072-C,ACR211,Forest,COP,8/1/15,7/31/16,2016,"80,677"," 	11,360 ",8/22/17,8 years,n/a,7/31/16,White Mountain Apache Tribe Forest Carbon Project,White Mountain Apache Tribe,"S&A Carbon, LLC",AZ,DEBS,https://ww2.arb.ca.gov/sites/default/files/2022-11/debs5072.pdf,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=211, 	-   ,0,0,"6,932","62,385",0,0,0,n/a," 	11,360 "," 	69,317 ",2017,ACR,,,,,,
ACR211,CAFR5072-D,ACR211,Forest,COP,8/1/16,7/31/17,2017,"83,517"," 	11,760 ",1/28/20,8 years,n/a,7/31/17,White Mountain Apache Tribe Forest Carbon Project,White Mountain Apache Tribe,"S&A Carbon, LLC",AZ,DEBS,https://ww2.arb.ca.gov/sites/default/files/2022-11/debs5072.pdf,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=211, 	-   ,0,0,0,"20,535",0,"2,484",0,n/a," 	60,498 "," 	71,757 ",2020,ACR,,,,,,
ACR211,CAFR5072-E,ACR211,Forest,COP,8/1/17,7/31/18,2018,"89,054"," 	12,539 ",1/28/20,8 years,n/a,7/31/18,White Mountain Apache Tribe Forest Carbon Project,White Mountain Apache Tribe,"S&A Carbon, LLC",AZ,DEBS,https://ww2.arb.ca.gov/sites/default/files/2022-11/debs5072.pdf,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=211, 	-   ,0,0,0,0,0,"3,826",0,n/a," 	85,228 "," 	76,515 ",2020,ACR,,,,,,
ACR213,CAOD5068-A,ACR213,ODS,COP,3/11/15,3/24/15,2015,"127,664",n/a,6/23/15,3 years,11/23/15,3/24/15,EOS ACR 213,"EOS Climate, Inc.","SES, Inc.",OH,DEBS,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=213,n/a,0,0,"35,299","92,365",0,0,0,n/a, 	-   ," 	127,664 ",2015,ACR,,,,,,
ACR214,CAOD5069-A,ACR214,ODS,COP,5/4/15,5/20/15,2015,"145,580",n/a,7/21/15,8 years,n/a,5/20/15,EOS ACR 214,"EOS Climate, Inc.","SES, Inc.",OH,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=214,n/a,0,0,"145,580",0,0,0,0,n/a, 	-   ," 	145,580 ",2015,ACR,,,,,,
ACR221,CAOD5070-A,ACR221,ODS,COP,6/20/14,7/2/14,2014,"112,378",n/a,11/12/14,3 years,12/22/15,7/2/14,Wabashco Clean Sweep 3,"Wabashco, LLC","Ruby Canyon Engineering, Inc.",OH,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=221,n/a,0,"112,378",0,0,0,0,0,n/a, 	-   ," 	112,378 ",2014,ACR,,,,,,
ACR225,CAOD5099-A,ACR225,ODS,COP,1/23/15,2/13/15,2015,"110,003",n/a,5/12/15,3 years,3/8/16,2/13/15,Wabashco Clean Sweep 4,"Wabashco, LLC","Ruby Canyon Engineering, Inc.",OH,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=225,n/a,0,"106,054","3,949",0,0,0,0,n/a, 	-   ," 	110,003 ",2015,ACR,,,,,,
ACR226,CAMM5100-A,ACR226,MMC,COP,11/1/13,12/31/14,2014,"280,667",n/a,11/9/15,3 years,9/26/17,12/31/14,Verdeo Marshall County VAM Abatement Project,"Verdeo McElroy, LLC","Ruby Canyon Engineering, Inc.",WV,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=226,n/a,0,0,"280,667",0,0,0,0,n/a, 	-   ," 	280,667 ",2015,ACR,,,,,,
ACR226,CAMM5100-B,ACR226,MMC,COP,1/1/15,12/31/15,2015,"224,038",n/a,7/12/16,3 years,9/26/17,12/31/15,Verdeo Marshall County VAM Abatement Project,"Verdeo McElroy, LLC","Ruby Canyon Engineering, Inc.",WV,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=226,n/a,0,0,"224,038",0,0,0,0,n/a, 	-   ," 	224,038 ",2016,ACR,,,,,,
ACR226,CAMM5100-C,ACR226,MMC,COP,1/1/16,12/31/16,2016,"271,395",n/a,9/26/17,3 years,9/11/18,12/31/16,Verdeo Marshall County VAM Abatement Project,"Verdeo McElroy, LLC",SCS Global Services,WV,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=226,n/a,0,0,"50,000","25,000",0,0,0,n/a," 	196,395 "," 	271,395 ",2017,ACR,,,,,,
ACR226,CAMM5100-D,ACR226,MMC,COP,1/1/17,12/31/17,2017,"269,823",n/a,9/11/18,3 years,8/27/19,12/31/17,Marshall County VAM Abatement Project,"McElroy Green Marketing, LLC","SES, Inc.",WV,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=226,n/a,0,0,"187,218","6,884",0,"53,682",0,n/a," 	22,039 "," 	269,823 ",2018,ACR,,,,,,
ACR226,CAMM5100-E,ACR226,MMC,COP,1/1/18,12/31/18,2018,"225,935",n/a,8/27/19,3 years,10/27/20,12/31/18,Marshall County VAM Abatement Project,"McElroy Green Marketing, LLC","Ruby Canyon Engineering, Inc.",WV,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=226,n/a,0,0,0,"225,935",0,0,0,n/a, 	-   ," 	225,935 ",2019,ACR,,,,,,
ACR226,CAMM5100-F,ACR226,MMC,COP,1/1/19,12/31/19,2019,"127,576",n/a,10/27/20,3 years,11/23/21,12/31/19,Marshall County VAM Abatement Project,"McElroy Green Marketing, LLC","SES, Inc.",WV,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=226,n/a,0,0,0,"40,576",0,0,0,n/a," 	87,000 "," 	127,576 ",2020,ACR,,,,,,
ACR226,CAMM5100-G,ACR226,MMC,COP,1/1/20,12/31/20,2020,"105,538",n/a,11/23/21,3 years,10/25/22,12/31/20,Marshall County VAM Abatement Project,"McElroy Green Marketing, LLC",SCS Engineers,WV,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=226,n/a,0,0,0,0,0,0,0,n/a," 	105,538 "," 	105,538 ",2021,ACR,,,,,,
ACR226,CAMM5100-H,ACR226,MMC,COP,1/1/21,12/31/21,2021,"115,309",n/a,10/25/22,3 years,8/22/23,12/31/21,Marshall County VAM Abatement Project,"McElroy Green Marketing, LLC","Ruby Canyon Environmental, Inc.",WV,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=226,n/a,0,0,0,0,0,0,0,n/a," 	115,309 "," 	115,309 ",2022,ACR,,,,,,
ACR226,CAMM5100-I,ACR226,MMC,COP,1/1/22,12/31/22,2022,"40,026",n/a,8/22/23,8 years,n/a,12/31/22,Marshall County VAM Abatement Project,"McElroy Green Marketing, LLC","SES, Inc.",WV,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=226,n/a,0,0,0,0,0,0,0,n/a," 	40,026 ",,2023,ACR,,,,,,
ACR232,CALS5107-A,ACR232,Livestock,COP,1/1/15,12/31/15,2015,"43,254",n/a,9/13/16,3 years,8/22/17,12/31/15,The Dry Creek Dairy Biofactory Project,"Ag Power DCD, LLC",Analytical Environmental Services,ID,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=232,n/a,0,0,"43,254",0,0,0,0,n/a, 	-   ," 	43,254 ",2016,ACR,,,,,,
ACR232,CALS5107-B,ACR232,Livestock,COP,1/1/16,12/31/16,2016,"50,088",n/a,8/22/17,3 years,9/25/18,12/31/16,The Dry Creek Dairy Biofactory Project,"Ag Power DCD, LLC","GHD Services, Inc.",ID,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=232,n/a,0,0,0,"50,088",0,0,0,n/a, 	-   ," 	50,088 ",2017,ACR,,,,,,
ACR232,CALS5107-C,ACR232,Livestock,COP,1/1/17,12/31/17,2017,"55,174",n/a,9/25/18,3 years,7/23/19,12/31/17,The Dry Creek Dairy Biofactory Project,"Ag Power DCD, LLC","SES, Inc.",ID,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=232,n/a,0,0,0,"37,136",0,"18,038",0,n/a, 	-   ," 	55,174 ",2018,ACR,,,,,,
ACR232,CALS5107-D,ACR232,Livestock,COP,1/1/18,12/31/18,2018,"53,275",n/a,7/23/19,3 years,10/13/20,12/31/18,The Dry Creek Dairy Biofactory Project,"Ag Power DCD, LLC",Dillon Consulting Limited,ID,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=232,n/a,0,0,0,"46,017",0,"7,258",0,n/a, 	-   ," 	53,275 ",2019,ACR,,,,,,
ACR232,CALS5107-E,ACR232,Livestock,COP,1/1/19,12/31/19,2019,"59,299",n/a,10/13/20,3 years,4/13/21,12/31/19,The Dry Creek Dairy Biofactory Project,"Ag Power DCD, LLC","Agri-Waste Technology, Inc.",ID,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=232,n/a,0,0,0,"59,299",0,0,0,n/a, 	-   ," 	59,299 ",2020,ACR,,,,,,
ACR232,CALS5107-F,ACR232,Livestock,COP,1/1/20,7/31/20,2020,"37,114",n/a,4/13/21,8 years,n/a,7/31/20,The Dry Creek Dairy Biofactory Project,"Ag Power DCD, LLC",Dillon Consulting Limited,ID,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=232,n/a,0,0,0,"37,114",0,0,0,n/a, 	-   ," 	37,114 ",2021,ACR,,,,,,
ACR233,CALS5108-A,ACR233,Livestock,COP,12/22/14,12/21/15,2015,"60,194",n/a,11/8/16,3 years,5/23/17,12/21/15,Double A Dairy,"Ag Power Jerome, LLC",Analytical Environmental Services,ID,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=233,n/a,0,0,"60,194",0,0,0,0,n/a, 	-   ," 	60,194 ",2016,ACR,,,,,,
ACR233,CALS5108-B,ACR233,Livestock,COP,12/22/15,12/21/16,2016,"54,602",n/a,5/23/17,3 years,6/26/18,12/21/16,Double A Dairy,"Ag Power Jerome, LLC","GHD Services, Inc.",ID,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=233,n/a,0,0,886,0,0,0,0,n/a," 	53,716 "," 	54,602 ",2017,ACR,,,,,,
ACR233,CALS5108-C,ACR233,Livestock,COP,12/22/16,12/21/17,2017,"55,058",n/a,6/26/18,3 years,7/23/19,12/21/17,Double A Dairy,"Ag Power Jerome, LLC","SES, Inc.",ID,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=233,n/a,0,0,0,"55,058",0,0,0,n/a, 	-   ," 	55,058 ",2018,ACR,,,,,,
ACR233,CALS5108-D,ACR233,Livestock,COP,12/22/17,12/21/18,2018,"57,195",n/a,7/23/19,3 years,6/23/20,12/21/18,Double A Dairy,"Ag Power Jerome, LLC",Dillon Consulting Limited,ID,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=233,n/a,0,0,0,"8,515",0,"48,680",0,n/a, 	-   ," 	57,195 ",2019,ACR,,,,,,
ACR233,CALS5108-E,ACR233,Livestock,COP,12/22/18,9/26/19,2019,"67,734",n/a,6/23/20,8 years,n/a,9/26/19,Double A Dairy,"Ag Power Jerome, LLC","Agri-Waste Technology, Inc.",ID,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=233,n/a,0,0,0,"5,460","20,668",0,0,n/a," 	41,606 "," 	67,734 ",2020,ACR,,,,,,
ACR234,CALS5134-A,ACR234,Livestock,COP,11/6/14,11/5/15,2015,"12,382",n/a,11/22/16,3 years,6/13/17,11/5/15,Alliance Dairy,Alliance Dairies,"Agri-Waste Technology, Inc.",FL,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=234,n/a,0,0,"12,382",0,0,0,0,n/a, 	-   ," 	12,382 ",2016,ACR,,,,,,
ACR234,CALS5134-B,ACR234,Livestock,COP,11/6/15,11/5/16,2016,"14,787",n/a,6/13/17,3 years,1/22/19,11/5/16,Alliance Dairy,Alliance Dairies,"GHD Services, Inc.",FL,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=234,n/a,0,0,"14,787",0,0,0,0,n/a, 	-   ," 	14,787 ",2017,ACR,,,,,,
ACR234,CALS5134-C,ACR234,Livestock,COP,11/6/16,11/5/17,2017,"14,054",n/a,1/22/19,3 years,4/23/19,11/5/17,Alliance Dairy,Alliance Dairies,"Agri-Waste Technology, Inc.",FL,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=234,n/a,0,0,0,"14,054",0,0,0,n/a, 	-   ," 	14,054 ",2019,ACR,,,,,,
ACR234,CALS5134-D,ACR234,Livestock,COP,11/6/17,11/5/18,2018,"15,864",n/a,4/23/19,3 years,12/8/20,11/5/18,Alliance Dairy,Alliance Dairies,"SES, Inc.",FL,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=234,n/a,0,0,0,"15,864",0,0,0,n/a, 	-   ," 	15,832 ",2019,ACR,,,,,,
ACR234,CALS5134-E,ACR234,Livestock,COP,11/6/18,11/5/19,2019,"10,809",n/a,12/8/20,3 years,2/22/22,11/5/19,Alliance Dairy,Alliance Dairies,"Agri-Waste Technology, Inc.",FL,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=234,n/a,0,0,0,"10,809",0,0,0,n/a, 	-   ," 	10,809 ",2020,ACR,,,,,,
ACR234,CALS5134-F,ACR234,Livestock,COP,11/6/19,11/5/20,2020,"16,323",n/a,2/22/22,8 years,n/a,11/5/20,Alliance Dairy,Alliance Dairies,"SES, Inc.",FL,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=234,n/a,0,0,0,0,0,0,0,n/a," 	16,323 "," 	16,323 ",2022,ACR,,,,,,
ACR235,CALS5135-A,ACR235,Livestock,COP,12/1/14,11/30/15,2015,"6,904",n/a,2/21/17,3 years,5/9/17,11/30/15,"Synergy Biogas, LLC","Synergy Biogas, LLC",Analytical Environmental Services,NY,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=235,n/a,0,0,"6,904",0,0,0,0,n/a, 	-   ," 	6,904 ",2017,ACR,,,,,,
ACR235,CALS5135-B,ACR235,Livestock,COP,12/1/15,11/30/16,2016,"8,081",n/a,5/9/17,3 years,7/24/18,11/30/16,"Synergy Biogas, LLC","Synergy Biogas, LLC","SES, Inc.",NY,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=235,n/a,0,0,0,"8,081",0,0,0,n/a, 	-   ," 	8,081 ",2017,ACR,,,,,,
ACR235,CALS5135-C,ACR235,Livestock,COP,12/1/16,11/30/17,2017,"7,020",n/a,7/24/18,3 years,9/10/19,11/30/17,"Synergy Biogas, LLC","Synergy Biogas, LLC","GHD Services, Inc.",NY,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=235,n/a,0,0,0,0,0,0,0,n/a," 	7,020 "," 	7,020 ",2018,ACR,,,,,,
ACR235,CALS5135-D,ACR235,Livestock,COP,12/1/17,11/30/18,2018,"6,257",n/a,9/10/19,3 years,5/12/20,11/30/18,"Synergy Biogas, LLC","Synergy Biogas, LLC","Agri-Waste Technology, Inc.",NY,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=235,n/a,0,0,0,0,0,"6,257",0,n/a, 	-   ," 	6,257 ",2019,ACR,,,,,,
ACR235,CALS5135-E,ACR235,Livestock,COP,12/1/18,11/30/19,2019,"6,216",n/a,5/12/20,3 years,2/8/22,11/30/19,"Synergy Biogas, LLC","Synergy Biogas, LLC",Dillon Consulting Limited,NY,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=235,n/a,0,0,0,"6,216",0,0,0,n/a, 	-   ," 	6,216 ",2020,ACR,,,,,,
ACR235,CALS5135-F,ACR235,Livestock,COP,12/1/19,11/30/20,2020,"5,107",n/a,2/8/22,3 years,7/12/22,11/30/20,"Synergy Biogas, LLC","Synergy Biogas, LLC","Agri-Waste Technology, Inc.",NY,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=235,n/a,0,0,0,0,0,0,0,n/a," 	5,107 "," 	5,107 ",2022,ACR,,,,,,
ACR235,CALS5135-G,ACR235,Livestock,COP,12/1/20,11/30/21,2021,"8,824",n/a,7/12/22,8 years,n/a,11/30/21,"Synergy Biogas, LLC","Synergy Biogas, LLC",Dillon Consulting Limited,NY,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=235,n/a,0,0,0,0,0,0,0,n/a," 	8,824 "," 	8,824 ",2022,ACR,,,,,,
ACR236,CALS5136-A,ACR236,Livestock,COP,1/1/19,12/31/19,2019,"5,816",n/a,6/22/21,3 years,6/13/23,12/31/19,Green Meadow Farm,"Green Meadow Farms, Inc.","Agri-Waste Technology, Inc.",MI,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=236,n/a,0,0,0,0,0,"5,816",0,n/a, 	-   ," 	5,816 ",2021,ACR,,,,,,
ACR236,CALS5136-B,ACR236,Livestock,COP,1/1/21,12/31/21,2021,"13,436",n/a,6/13/23,8 years,n/a,12/31/21,Green Meadow Farm,"Green Meadow Farms, Inc.",Dillon Consulting Limited,MI,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=236,n/a,0,0,0,0,0,0,0,n/a," 	13,436 ",,2023,ACR,,,,,,
ACR236,CALS5136-(zero),ACR236,Livestock,COP,1/1/20,12/31/20,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Green Meadow Farm,"Green Meadow Farms, Inc.",n/a,MI,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=236,n/a,0,0,0,0,0,0,0,No GHG emission reductions were claimed for the second reporting period., 	-   ,,n/a,ACR,,,,,,
ACR238,CALS5138-A,ACR238,Livestock,COP,11/30/14,11/29/15,2015,"17,350",n/a,2/21/17,3 years,7/25/17,11/29/15,Willet Dairy,"Willet Dairy, LLC",Analytical Environmental Services,NY,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=238,n/a,0,0,"17,350",0,0,0,0,n/a, 	-   ," 	17,350 ",2017,ACR,,,,,,
